25.617,132.187,7.786,6.925,10.862,120.661,11.075,2.136,-32.969,72.243,18.533,9.026,-76.220,47.242,5.412,1.995,-1.494,14.641,-4.527,-1.082,1.425,-7.558,-3.062,1.238,1.149,4.869,-0.647,4.630,19.559,0.164,-9.096,3.310,4.877,-10.256,-10.609,1.230,27.290,-30.960,-10.884,5.507,0.291,-29.955,-9.250,-1.434,-9.875,-34.989,-15.415,-1.336,-1.533,-18.088,-5.696,2.360,1.299,17.968,-1.556,-3.097,-8.611,-108.744,-8.470,-3.679,3.194,-49.499,-10.127,5.619,42.718,-48.183,-5.221,5.812,-5.826,-23.598,-6.892,-0.644,-12.644,-10.284,-5.084,-0.379,0.817,-0.392,-1.806,2.650,-4.754,31.596,-1.732,-9.718,41.584,34.514,11.137,3.804,-0.033,-0.196,-15.926,8.811,17.509,-30.601,-7.547,5.689,-15.517,-10.190,-0.950,-4.202,-15.751,-0.672,-0.424,-1.890,-4.687,1.211,0.445,-2.274,-10.605,-3.508,-0.273,-11.082,21.138,22.796,-4.249,4.846,-18.424,3.336,-12.152,-7.261,12.601,-8.697,-1.580,-2.382,-17.907,-4.680,-3.076,-4.263,-16.133,-0.092,-0.973,-1.386,-2.050,2.419,2.515,1.295,-1.482,-5.752,0.936,-3.385,13.110,19.502,0.272,-1.169,-6.509,10.942,4.875,-13.667,5.803,-12.385,-4.687,1.780,-16.676,-0.103,-7.160,2.888,-9.427,9.664,3.543,-1.528,-6.968,11.891,10.979,-1.876,-12.149,15.713,9.839,-6.676,6.798,13.843,0.547,5.641,-2.071,7.308,2.768,-1.422,-2.808,-10.830,-0.171,10.667,-13.118,2.145,-1.399,5.063,2.236,-15.960,1.911,-6.806,-4.144,-26.420,-3.099,-2.047,-8.837,-6.806,-9.076,-1.616,
132.187,1566.753,108.883,73.896,103.265,1186.470,103.893,20.110,-264.278,762.211,157.770,36.177,-738.586,402.703,84.528,-6.721,-45.876,200.123,2.910,10.927,52.717,-28.676,-11.908,23.034,-3.724,52.135,-7.530,34.910,87.495,531.890,-28.418,34.787,32.859,101.633,-94.344,5.727,192.382,-242.855,-92.765,55.241,40.248,-296.521,-90.423,-4.962,-73.570,-449.633,-157.065,-26.762,-31.675,-207.474,-64.624,35.350,-32.226,129.386,-12.362,27.306,-110.581,-1306.279,-106.057,-43.718,64.339,-660.426,-66.499,15.966,320.200,-446.682,-19.614,32.389,-16.250,-262.973,-91.034,9.506,-66.454,-167.203,-62.907,-2.945,-6.388,-35.615,-12.856,29.048,1.445,113.137,-0.057,-23.395,271.370,99.719,69.976,20.038,118.841,-146.770,-91.765,33.038,169.042,-361.594,-56.794,12.158,-139.008,-86.919,-14.439,5.402,-85.830,-2.707,1.407,-2.349,-33.097,2.106,1.306,4.621,31.886,8.720,5.307,5.095,84.384,58.231,-64.168,37.602,-104.771,-146.628,-117.403,-50.463,98.562,-214.292,-44.283,-33.041,-84.786,-64.405,-14.460,-30.527,-70.035,1.840,-1.585,-4.651,-23.582,14.897,19.516,7.479,114.114,-28.950,42.677,25.159,107.651,56.117,10.223,23.681,-15.802,-34.419,33.675,-60.465,22.683,-102.015,-8.117,9.273,-100.485,31.308,-27.616,32.585,-27.793,94.008,38.768,-4.296,-79.474,106.962,92.714,6.441,-72.920,184.229,171.533,-26.773,114.319,96.002,6.085,71.533,4.416,193.500,26.271,39.545,-75.738,91.911,36.247,25.923,-65.331,-109.367,25.879,26.564,58.157,-194.233,-20.114,-3.751,-55.990,-179.180,-25.164,-6.392,-119.481,-5.799,37.972,-8.984,
7.786,108.883,22.301,1.885,-0.505,106.780,17.648,0.948,-59.250,78.527,22.895,-0.641,-69.260,56.871,18.986,1.977,14.427,56.691,11.231,3.576,7.238,5.101,2.456,-2.459,-4.974,-1.111,-0.364,-3.649,5.557,53.311,20.014,0.559,-1.311,3.041,1.748,-0.391,1.275,-15.456,-7.912,4.395,20.173,-35.917,-10.024,-2.571,2.395,-45.037,-12.357,-3.945,-6.808,-20.249,-4.598,-3.766,-6.999,-1.391,-0.607,-10.864,-12.471,-127.479,-10.677,-5.651,3.119,-77.710,5.776,-0.903,11.021,-30.784,4.667,2.737,12.100,-24.554,-7.874,7.147,7.783,-23.204,-6.194,0.557,3.318,-9.573,-0.667,5.675,11.973,16.891,1.254,12.899,22.451,-18.180,3.304,1.689,18.904,-33.697,6.075,1.531,2.812,-39.736,-1.542,0.227,7.507,-6.306,-2.111,2.457,9.717,-0.839,0.657,1.375,-2.941,-4.739,-0.232,1.260,23.693,12.235,-0.242,26.096,6.130,-4.041,-6.241,7.591,5.894,-30.600,-11.499,-0.864,1.149,-30.660,-4.916,-4.495,8.285,-8.536,1.502,-5.358,8.816,-0.038,0.974,-0.829,-2.623,-0.394,0.908,-2.013,12.445,-5.063,-0.830,4.325,-10.943,3.429,0.995,5.373,3.129,-2.557,0.769,3.621,-7.404,-0.880,-0.054,2.037,-0.184,4.845,2.573,-2.614,2.281,8.018,3.725,-2.131,-10.291,5.400,9.943,-1.324,-1.656,9.692,16.696,-3.187,-0.855,-7.410,-0.087,0.642,-2.274,1.450,0.133,2.092,-6.659,9.453,2.967,-2.477,8.797,-12.797,1.706,-4.485,2.566,-21.901,-2.475,-2.418,-6.898,-14.381,10.974,-0.903,-6.214,-8.145,12.108,-2.359,
6.925,73.896,1.885,9.183,1.290,52.378,1.406,0.309,-18.562,32.460,4.555,-0.028,-21.968,15.243,1.570,-0.477,2.587,0.034,-0.859,1.158,2.265,-0.652,-0.723,3.617,3.257,7.251,-0.258,7.250,-2.815,-19.305,-4.567,3.496,4.972,-17.184,-5.184,1.037,17.205,-17.517,-3.295,-0.073,-2.957,-10.836,-3.699,-0.680,-4.179,-11.812,-4.156,-0.442,-1.792,-6.399,-1.708,1.945,-0.962,11.659,-0.482,3.076,-3.041,-34.017,-2.770,-0.985,7.789,-16.095,-1.661,0.629,17.314,-15.511,-1.180,-0.861,-9.632,-7.697,-2.619,-1.376,-2.742,-1.957,-1.314,0.044,-3.203,-2.657,-0.139,-1.814,-5.682,-7.854,-0.535,-7.904,7.859,20.554,3.790,-0.090,6.063,3.026,-6.525,1.045,9.959,-13.292,-3.885,0.326,-11.118,-4.488,-0.500,-1.018,-4.740,-0.446,0.249,-0.433,-1.405,0.756,-0.159,0.185,-4.852,0.356,0.187,-5.605,-8.589,3.984,-2.723,-1.298,-8.950,-8.478,-3.694,-1.530,6.214,-8.925,0.894,-0.919,-10.918,-1.613,1.056,-0.840,-6.726,0.186,0.121,-0.475,-0.438,1.960,0.784,0.743,-0.014,6.616,4.331,0.049,-5.821,4.756,0.969,-0.300,-2.684,5.838,4.355,-2.492,1.910,-2.438,3.280,0.933,-9.380,1.421,-0.249,1.033,-4.987,6.907,3.056,-0.696,-2.682,10.551,3.012,0.811,-6.538,15.781,9.357,-1.142,1.486,-2.553,0.211,0.657,0.597,3.731,0.931,1.329,-0.865,2.714,1.209,2.280,-4.171,-0.200,2.388,-0.052,-1.140,-4.009,-0.970,-4.714,0.142,-11.615,-1.304,-0.461,-11.249,-3.588,-4.256,-0.708,
10.862,103.265,-0.505,1.290,563.347,174.221,20.244,63.998,505.920,179.895,-11.291,171.957,-793.886,-71.304,-75.364,-40.200,-242.889,-182.079,-85.007,-36.673,-12.273,-75.695,-33.563,19.785,-10.658,-5.225,-4.860,-5.021,41.535,76.363,-27.109,14.058,133.948,-12.788,-26.021,24.159,231.608,-294.936,-36.192,58.572,-227.119,80.090,-51.210,-16.151,-131.426,-184.534,-97.880,-9.437,54.584,-91.102,-23.840,80.520,16.959,-48.142,1.684,55.188,28.285,-90.335,-0.542,1.933,53.691,99.211,-32.017,39.874,324.117,-187.733,-35.768,52.610,-258.284,-121.974,-54.119,-28.521,-157.247,-16.682,-26.492,11.201,76.137,48.134,12.033,102.390,-24.340,-21.052,-1.406,-11.840,254.743,277.661,106.214,26.729,8.586,182.341,-76.088,35.979,274.250,-193.618,-75.807,40.216,-160.915,-119.472,-68.150,-27.856,-178.518,14.024,-6.330,4.803,64.368,81.128,14.241,80.221,-69.812,-47.097,-9.399,-7.753,291.697,167.690,-18.911,79.074,-110.257,88.332,-66.482,-26.010,208.385,-68.428,-23.728,-7.725,-140.373,-51.824,-68.591,-5.818,-150.472,0.921,-15.953,-5.865,157.781,38.808,17.798,46.337,-84.235,-6.653,-23.185,22.823,67.032,215.758,-14.303,76.557,-80.169,99.535,18.219,-75.116,159.881,-144.405,-30.335,2.502,-71.602,-66.909,-74.301,18.965,-91.764,-1.335,21.820,-15.992,218.630,0.585,40.595,21.803,-158.032,-9.383,-64.828,18.748,-23.409,76.880,-3.144,4.686,-10.562,23.714,-5.523,-20.876,86.285,-49.166,-33.135,81.347,-56.104,102.109,-6.302,62.913,-50.777,2.167,94.199,-76.737,64.023,-136.000,-16.831,-19.170,-138.334,-30.635,-88.127,6.962,
120.661,1186.470,106.780,52.378,174.221,1219.332,108.338,34.643,-234.610,853.153,172.596,72.601,-863.831,433.735,102.221,-5.351,-62.580,251.743,18.168,5.051,27.892,-22.917,-5.210,11.022,-32.014,41.221,-7.451,19.566,101.246,346.149,6.434,24.608,53.479,112.195,-52.160,11.148,174.545,-258.126,-77.454,54.806,-11.709,-271.661,-86.813,-35.728,-80.703,-463.493,-161.394,-34.777,-62.684,-250.691,-75.283,15.498,-49.076,122.738,-15.235,22.069,-99.541,-1258.194,-103.494,-43.169,57.795,-619.749,-47.939,22.281,358.434,-501.151,-13.384,34.722,-41.381,-318.133,-99.224,4.253,-74.939,-210.774,-75.250,2.534,-18.638,-17.091,-25.889,57.811,2.730,214.968,-3.336,-35.915,342.294,161.564,92.625,22.325,104.336,-105.635,-71.811,33.815,231.304,-394.321,-58.419,3.376,-125.408,-111.851,-33.333,-15.459,-94.354,-0.247,-3.103,3.322,-41.069,45.167,-2.438,21.119,14.914,52.210,-2.896,-21.979,228.522,195.009,-51.398,66.452,-109.350,-113.571,-123.123,-66.739,160.000,-227.629,-38.021,-65.868,-91.209,-77.681,-27.801,-53.025,-87.587,0.833,-2.780,-9.400,10.659,10.786,16.760,3.820,113.883,-64.855,11.743,4.296,124.459,200.421,6.890,38.055,-20.864,81.396,38.795,-88.094,61.420,-130.269,-21.288,-7.743,-123.140,2.341,-44.192,1.894,-57.825,72.737,35.794,-14.752,-49.325,86.099,93.193,4.784,-47.218,157.272,129.003,-11.394,96.329,110.606,5.756,39.219,0.268,134.528,24.854,10.142,-27.743,39.816,12.555,72.684,-121.986,-21.611,5.479,44.588,6.809,-135.633,-8.416,-40.151,-60.857,-131.508,-11.893,-10.022,-96.929,72.325,15.863,-6.568,
11.075,103.893,17.648,1.406,20.244,108.338,33.228,2.874,-61.133,102.529,48.651,6.095,-131.304,83.618,43.596,-0.278,22.663,52.505,24.031,0.526,4.668,-5.481,0.167,-2.672,-12.852,-8.467,-1.298,-8.939,11.059,56.133,24.434,1.943,9.262,-3.939,19.828,2.119,13.189,-52.921,-0.538,6.484,11.246,-54.536,-9.890,-8.336,-6.904,-86.738,-21.000,-5.458,-3.736,-36.006,-10.153,3.194,-9.027,-10.081,-1.395,-9.454,-14.732,-157.183,-9.169,-5.237,10.300,-111.633,1.794,1.621,41.164,-67.467,4.036,0.450,-4.274,-38.652,-13.998,1.982,-3.814,-34.726,-11.292,1.945,15.547,1.307,-2.156,22.525,19.237,38.804,3.057,24.187,17.103,-28.277,-0.657,0.229,27.737,-52.615,-0.647,3.805,14.063,-71.980,-0.588,-6.082,-18.104,-14.634,-5.194,-1.410,-3.277,0.440,-0.366,2.717,9.710,7.878,2.687,8.448,10.563,23.372,3.897,14.761,6.083,2.494,-4.032,-2.074,12.478,-29.233,-12.506,-4.953,5.992,-48.186,-7.644,-5.659,-16.577,-13.982,-1.706,-7.465,1.020,0.986,1.796,-0.975,27.388,8.074,10.916,0.407,-2.281,-6.861,5.557,-9.521,0.516,9.683,1.698,1.800,15.446,-23.343,5.617,-3.502,12.468,-33.962,-4.780,2.901,-23.275,0.451,-3.035,-3.000,1.171,12.838,17.550,-2.615,17.898,10.949,35.577,-1.383,-24.940,6.392,13.688,-4.830,6.431,1.503,0.811,4.576,16.881,0.942,3.791,8.499,5.609,13.080,3.708,11.287,-5.890,4.922,10.651,-17.247,15.024,-55.708,22.014,-20.664,8.263,-68.340,4.743,-4.594,-29.967,-52.996,-25.321,-3.281,
2.136,20.110,0.948,0.309,63.998,34.643,2.874,18.947,28.338,34.214,-2.410,37.072,-100.283,-2.755,-9.265,-3.495,-28.439,-20.217,-9.539,-2.272,-5.215,-13.923,-4.293,0.444,-4.017,-4.311,-0.741,-2.399,7.042,27.973,-0.889,0.260,8.379,6.333,-3.474,2.558,22.190,-25.096,-3.559,10.525,-19.011,17.127,-6.353,1.285,-15.860,-20.458,-11.286,1.001,-2.675,-12.080,-5.232,9.602,-8.476,-13.107,-1.331,-3.587,1.199,-8.644,0.934,-0.769,-1.540,19.925,-3.339,6.509,42.072,-15.484,-4.975,10.083,-17.409,-20.800,-5.975,-2.259,-16.591,-4.373,-4.076,3.600,8.587,16.435,-0.833,23.808,-12.620,-5.277,-1.962,-10.573,31.903,30.657,16.933,5.986,-8.571,30.966,-5.646,5.625,32.987,-13.313,-6.815,9.889,-10.095,-14.664,-6.067,-2.849,-21.438,1.449,-0.798,1.749,12.277,9.006,2.632,15.860,-12.633,-12.648,-1.722,0.912,18.288,24.504,0.960,15.023,-25.657,24.555,-4.952,-2.442,23.765,2.260,-0.146,-0.519,-7.893,-6.109,-5.439,-0.965,-22.428,-0.378,-1.885,-0.910,14.818,1.440,1.563,7.201,-13.002,-6.406,-5.764,10.673,-4.871,22.145,-0.485,6.303,-13.750,11.706,1.775,-12.175,20.502,-15.483,-4.456,1.070,-7.175,-9.522,-8.475,2.988,-17.682,-1.423,-0.629,-1.929,12.466,0.928,-2.568,4.248,-6.579,2.260,-14.320,21.328,-6.025,4.414,-0.219,-1.608,-0.967,-6.533,-1.170,-3.887,11.798,-8.172,-5.597,8.038,-7.894,15.912,-2.019,8.143,-10.371,9.505,2.670,-4.826,0.746,13.088,-10.888,-0.941,-5.606,28.085,3.238,7.230,
-32.969,-264.278,-59.250,-18.562,505.920,-234.610,-61.133,28.338,2884.471,-127.152,-84.526,292.534,-719.654,-422.108,-352.977,-48.442,-1335.215,-624.039,-309.891,-162.019,-26.411,-279.224,-105.626,61.953,17.646,32.546,-21.185,64.349,79.617,710.657,-193.138,24.407,125.680,439.153,-136.409,30.460,895.674,-541.395,-66.009,143.784,-460.854,207.838,-55.903,18.551,-576.388,-95.747,-150.880,-50.159,242.403,-284.357,-71.801,159.433,192.944,255.396,7.597,406.541,11.555,243.850,-139.245,2.015,42.642,568.362,-141.248,43.159,1023.904,-322.514,-153.373,109.730,-426.460,-349.311,-139.240,-56.139,-740.968,39.488,-81.899,-14.041,184.524,24.656,24.211,138.531,61.985,180.786,9.371,222.297,430.644,422.481,271.602,34.360,-191.894,730.680,-89.654,53.785,736.579,-278.450,-198.509,115.685,-269.995,-419.412,-179.950,-10.123,-648.248,14.058,-42.690,-7.624,78.184,57.672,16.846,84.941,-237.937,-285.614,-13.064,-242.118,925.053,553.361,91.416,232.752,-398.887,423.354,-122.781,-10.914,505.038,-28.630,-54.329,-16.926,-276.495,-124.131,-188.762,34.836,-440.927,-0.019,-72.689,3.363,350.236,28.328,-8.091,69.073,216.266,-164.777,-51.417,-95.822,311.017,510.616,-27.454,290.819,-269.582,538.614,-1.011,-66.478,299.324,-82.046,-17.983,-92.909,-40.359,-152.083,-189.721,50.759,-230.272,-74.509,-62.774,-7.683,513.130,-93.360,-11.705,34.353,421.370,-137.760,-70.090,-15.839,-25.524,214.387,-6.523,46.887,-88.491,244.947,-33.642,-36.717,64.062,-101.601,-80.023,97.424,-93.321,116.569,-114.277,230.185,-174.189,234.932,41.169,-3.235,129.767,10.881,106.158,-4.017,-27.139,12.064,104.891,13.645,
72.243,762.211,78.527,32.460,179.895,853.153,102.529,34.214,-127.152,946.662,161.841,93.393,-848.602,537.304,157.169,9.762,-45.548,233.446,62.566,13.154,-7.355,-23.100,-6.609,-12.895,-58.969,3.321,-9.141,-18.993,41.641,213.290,42.204,10.608,54.497,53.530,33.867,14.070,128.114,-271.358,-3.023,33.825,-38.830,-242.023,-52.469,-43.249,-55.144,-454.536,-137.096,-37.397,-92.185,-258.244,-89.013,-13.009,-107.193,42.327,-19.214,-33.046,-92.032,-951.853,-59.851,-35.079,52.905,-518.025,-9.641,14.019,270.902,-453.860,21.321,15.026,-87.979,-297.764,-72.002,-13.280,-32.281,-206.315,-76.091,7.213,22.065,34.864,-30.600,99.676,-19.224,190.079,0.781,-34.644,196.666,102.873,46.025,19.768,77.340,-152.502,-21.275,9.270,182.512,-380.633,-0.457,-44.248,-130.020,-94.336,-37.072,-25.235,-53.126,5.308,-5.465,8.341,10.596,85.850,3.873,60.278,26.030,141.063,12.729,25.387,135.588,225.068,-20.564,24.304,-106.229,-81.574,-43.206,-78.912,87.649,-256.378,0.818,-87.414,-115.173,-82.063,-17.782,-66.702,-46.843,5.736,5.943,-10.731,74.942,31.967,55.971,11.183,-37.273,-10.215,38.870,-4.882,103.672,214.232,22.785,5.266,58.598,-3.474,51.779,-105.591,98.623,-238.251,-19.003,-49.721,-180.375,-27.338,-37.068,-50.481,-41.755,64.468,81.691,-22.362,-6.680,78.413,145.123,7.059,-179.635,103.575,105.479,23.736,87.175,57.720,3.854,30.860,148.199,124.817,13.994,54.865,43.808,238.067,10.694,85.729,-195.100,187.056,58.784,-82.767,13.059,-195.159,69.474,-85.082,-85.390,-196.384,-32.579,-13.110,-154.346,26.487,-40.113,3.527,
